335; 1564944430.2; 13232; 13880; 13038; 13224
336; 1564944430.24; 13514; 13936; 13120; 13308
337; 1564944430.28; 13308; 13948; 13092; 13246
338; 1564944430.32; 13246; 13880; 13044; 13223
339; 1564944430.36; 13490; 13886; 13052; 13226
340; 1564944430.4; 13226; 13863; 13024; 13204
341; 1564944430.44; 13204; 13867; 13034; 13212
342; 1564944430.48; 13212; 13855; 13017; 13201
343; 1564944430.52; 13201; 13857; 13022; 13216
344; 1564944430.56; 13216; 13895; 13066; 13243
345; 1564944430.6; 13243; 13882; 13036; 13220
346; 1564944430.64; 13220; 13885; 13053; 13234
347; 1564944430.68; 13501; 13894; 13059; 13234
348; 1564944430.72; 13488; 13882; 13042; 13220
349; 1564944430.76; 13220; 13876; 13040; 13225
350; 1564944430.8; 13495; 13890; 13048; 13219
351; 1564944430.84; 13473; 13869; 13027; 13204
352; 1564944430.88; 13462; 13860; 13024; 13200
353; 1564944430.92; 13200; 13844; 13003; 13182
354; 1564944430.96; 13451; 13847; 13019; 13199
355; 1564944431.0; 13459; 13857; 13024; 13209
356; 1564944431.04; 13209; 13862; 13021; 13197
357; 1564944431.08; 13197; 13857; 13028; 13214
358; 1564944431.12; 13486; 13881; 13046; 13224
359; 1564944431.16; 13224; 13871; 13040; 13224
360; 1564944431.2; 13224; 13874; 13036; 13216
361; 1564944431.24; 13216; 13873; 13037; 13219
362; 1564944431.28; 13219; 13880; 13047; 13230
363; 1564944431.32; 13230; 13881; 13046; 13233
364; 1564944431.36; 13506; 13900; 13061; 13238
365; 1564944431.4; 13238; 13893; 13051; 13223
366; 1564944431.44; 13490; 13891; 13061; 13243
367; 1564944431.48; 13504; 13897; 13057; 13241
368; 1564944431.52; 13506; 13898; 13055; 13228
369; 1564944431.56; 13228; 13873; 13046; 13226
370; 1564944431.6; 13490; 13878; 13045; 13221
371; 1564944431.64; 13221; 13867; 13027; 13208
372; 1564944431.67; 13483; 13883; 13048; 13231
373; 1564944431.71; 13492; 13899; 13074; 13234
374; 1564944431.75; 13489; 13903; 13084; 13249
375; 1564944431.79; 13513; 13929; 13096; 13250
376; 1564944431.83; 13499; 13905; 13072; 13227
377; 1564944431.87; 13480; 13884; 13060; 13228
378; 1564944431.91; 13496; 13915; 13075; 13235
379; 1564944431.95; 13493; 13905; 13071; 13230
380; 1564944431.99; 13483; 13880; 13046; 13215
381; 1564944432.04; 13471; 13863; 13027; 13204
382; 1564944432.08; 13465; 13865; 13032; 13211
383; 1564944432.12; 13211; 13862; 13034; 13217
384; 1564944432.16; 13217; 13870; 13040; 13228
385; 1564944432.2; 13228; 13876; 13042; 13226
386; 1564944432.24; 13498; 13892; 13056; 13232
387; 1564944432.28; 13232; 13873; 13035; 13218
388; 1564944432.32; 13218; 13865; 13021; 13196
389; 1564944432.36; 13461; 13847; 13022; 13211
390; 1564944432.4; 13211; 13860; 13021; 13192
391; 1564944432.44; 13192; 13833; 12998; 13182
392; 1564944432.48; 13182; 13838; 13011; 13207
393; 1564944432.52; 13207; 13868; 13023; 13192
394; 1564944432.56; 13457; 13843; 13008; 13192
395; 1564944432.6; 13192; 13845; 13011; 13202
396; 1564944432.64; 13474; 13865; 13027; 13208
397; 1564944432.68; 13208; 13866; 13040; 13226
398; 1564944432.72; 13493; 13879; 13040; 13215
399; 1564944432.76; 13215; 13867; 13037; 13222
400; 1564944432.8; 13222; 13891; 13064; 13246
401; 1564944432.84; 13246; 13884; 13039; 13220
402; 1564944432.88; 13488; 13877; 13048; 13237
403; 1564944432.92; 13237; 13896; 13060; 13239
404; 1564944432.96; 13507; 13892; 13058; 13237
405; 1564944433.0; 13498; 13891; 13060; 13241
406; 1564944433.04; 13241; 13883; 13052; 13239
407; 1564944433.08; 13239; 13879; 13041; 13221
408; 1564944433.12; 13221; 13865; 13028; 13206
409; 1564944433.16; 13473; 13859; 13026; 13215
410; 1564944433.2; 13215; 13872; 13040; 13223
411; 1564944433.24; 13223; 13876; 13037; 13213
412; 1564944433.28; 13482; 13869; 13038; 13218
413; 1564944433.32; 13218; 13885; 13061; 13249
414; 1564944433.4; 13502; 13879; 13030; 13196
415; 1564944433.45; 13455; 13863; 13044; 13231
416; 1564944433.45; 13455; 13863; 13044; 13231
417; 1564944433.48; 13044; 13231; 13035; 13204
418; 1564944433.52; 13482; 13882; 13036; 13212
419; 1564944433.56; 13479; 13870; 13031; 13215
420; 1564944433.6; 13215; 13864; 13026; 13202
421; 1564944433.64; 13202; 13839; 12992; 13163
422; 1564944433.68; 13163; 13807; 12971; 13156
423; 1564944433.72; 13156; 13819; 12987; 13170
424; 1564944433.76; 13438; 13822; 12995; 13180
425; 1564944433.8; 13180; 13837; 13012; 13207
426; 1564944433.84; 13482; 13878; 13053; 13242
427; 1564944433.88; 13242; 13882; 13045; 13222
428; 1564944433.92; 13487; 13869; 13038; 13225
429; 1564944433.96; 13225; 13866; 13031; 13218
430; 1564944434.0; 13218; 13872; 13039; 13223
431; 1564944434.04; 13490; 13874; 13037; 13214
432; 1564944434.08; 13214; 13855; 13023; 13212
433; 1564944434.12; 13212; 13868; 13031; 13208
434; 1564944434.16; 13475; 13858; 13027; 13202
435; 1564944434.2; 13202; 13843; 13012; 13198
436; 1564944434.24; 13469; 13860; 13031; 13219
437; 1564944434.28; 13219; 13870; 13040; 13224
